TIMESTAMP,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20060321,7.505,7.173,0.866,7.811,1.71,102.215,322.286,1.396,95.185,5.092,0.948
20060322,7.409,6.576,0.607,8.176,1.996,141.392,325.108,1.025,95.119,6.604,1.029
20060323,4.517,4.785,0.698,4.27,1.687,78.49,331.536,0.323,95.308,3.758,1.938
20060324,4.68,4.517,2.969,4.83,2.891,78.527,315.042,0.586,95.086,2.006,1.176
20060325,10.59,9.732,2.072,11.315,2.117,105.951,345.988,3.145,95.783,5.06,3.118
20060326,13.618,12.116,3.27,14.889,4.315,126.744,351.547,4.828,96.229,3.715,1.907
20060327,14.674,12.612,1.7,16.419,3.492,146.218,335.575,6.693,95.764,1.674,2.015
20060328,7.594,8.526,2.513,6.805,0.748,60.617,338.878,0.752,95.596,15.679,2.77
20060329,6.888,6.416,1.91,7.288,2.469,155.768,311.654,1.925,95.926,2.452,3.0
20060330,7.876,8.009,2.826,7.763,1.767,39.389,335.942,1.475,96.004,7.03,2.633
20060331,12.632,11.74,1.118,13.388,2.613,173.765,328.339,4.881,96.085,6.647,3.768
20060401,10.591,9.631,1.097,11.403,2.668,142.396,319.95,3.265,96.126,7.372,1.776
20060402,10.013,8.806,1.109,11.035,2.256,168.05,315.48,2.59,96.178,5.762,2.55
20060403,8.16,7.408,1.203,8.796,1.684,179.288,312.421,2.699,96.502,4.049,2.73
20060404,7.781,6.562,2.846,8.812,4.412,220.598,294.789,3.951,96.09,0.144,1.1
20060405,2.044,3.269,3.072,1.008,1.242,31.934,333.762,0.356,95.234,23.48,2.145
20060406,1.647,0.915,1.831,2.266,2.846,220.59,276.471,1.322,95.856,0.353,2.715
20060407,3.986,2.7,3.931,5.073,4.463,256.605,261.05,3.142,96.0,0.0,0.874
20060408,9.102,7.375,5.405,10.446,5.81,235.876,289.242,6.008,95.838,0.608,1.661
20060409,6.241,6.703,3.664,5.911,1.385,39.617,342.107,0.95,95.783,23.872,1.366
20060410,1.419,1.163,0.979,1.602,0.401,28.309,334.801,0.0,95.505,27.248,1.574
20060411,2.189,1.218,1.328,2.883,2.052,194.359,302.693,0.922,96.25,7.696,1.505
20060412,3.068,2.719,1.85,3.317,1.682,124.133,304.845,0.993,96.084,2.031,2.435
20060413,5.54,4.75,1.758,6.104,1.709,102.21,321.968,1.219,96.26,1.375,2.734
20060414,10.085,8.329,2.004,11.339,3.381,190.283,327.378,3.102,96.199,0.287,2.392
20060415,8.82,8.017,1.478,9.393,2.068,108.314,329.814,1.278,95.903,6.334,1.385
20060416,10.92,10.169,0.725,11.456,1.048,209.009,332.192,2.303,96.045,5.138,3.233
20060417,10.166,8.914,1.244,11.061,2.689,222.875,317.129,2.581,95.983,3.331,1.143
20060418,10.626,9.59,1.67,11.365,2.346,203.088,329.531,2.894,95.994,6.063,0.978
20060419,10.646,9.494,2.561,11.469,3.658,211.914,322.174,3.841,96.018,1.17,1.016
20060420,12.314,11.421,3.109,12.952,3.859,230.777,314.928,4.73,96.067,3.307,0.596
20060421,14.593,13.447,3.307,15.412,4.688,283.725,306.963,8.526,96.102,0.042,0.784
20060422,14.122,12.193,0.968,15.501,3.1,236.111,320.342,5.981,96.232,6.394,1.536
20060423,14.086,12.814,2.465,14.995,2.969,221.513,325.391,4.869,96.144,3.691,1.59
20060424,14.635,13.335,2.915,15.564,4.425,252.465,322.415,6.328,96.233,1.135,1.088
20060425,14.163,13.446,1.197,14.675,1.873,196.977,340.926,3.48,96.414,6.916,1.242
20060426,12.734,12.458,0.972,12.915,0.665,151.736,342.613,1.856,96.451,9.877,1.143
20060427,11.489,10.638,0.858,12.046,1.571,162.477,349.048,1.06,96.307,10.04,1.225
20060428,10.185,10.423,0.541,10.03,0.547,32.146,365.837,0.658,96.101,10.146,1.515
20060429,7.113,6.857,1.932,7.281,0.554,143.137,321.524,2.217,95.911,2.703,2.135
20060430,5.581,4.191,3.193,6.415,4.26,256.982,283.89,3.778,95.828,0.062,1.213
20060501,9.671,7.734,3.436,10.833,4.115,249.853,304.529,5.558,95.718,0.0,1.015
20060502,14.094,12.115,3.545,15.281,4.494,258.548,321.688,7.462,96.053,0.148,0.973
20060503,16.261,13.856,3.96,17.703,5.385,294.614,316.546,9.515,96.284,0.002,1.556
20060504,17.76,15.928,3.731,18.858,4.64,282.998,325.789,10.39,96.237,0.012,0.976
20060505,15.532,14.88,1.478,15.923,1.483,183.861,346.838,4.617,96.542,7.809,1.497
20060506,14.007,12.713,0.907,14.783,2.213,206.244,346.602,2.729,96.484,2.613,0.81
20060507,13.606,12.749,1.823,14.12,2.745,182.014,346.436,3.688,96.314,3.212,0.9
20060508,12.23,11.774,1.701,12.503,0.553,102.046,345.806,2.021,95.977,18.494,1.307
20060509,6.837,6.588,0.96,6.985,1.081,78.834,345.946,0.388,96.174,14.704,2.926
20060510,8.761,7.925,1.71,9.263,1.785,131.491,342.369,1.32,96.191,0.489,1.42
20060511,12.814,11.398,4.23,13.663,4.87,283.469,322.288,4.807,96.205,0.034,1.484
20060512,15.438,13.302,2.475,16.719,4.013,256.781,331.616,6.654,96.379,2.448,1.407
20060513,14.101,11.997,0.47,15.363,2.562,207.453,354.228,3.484,96.531,12.824,1.886
20060514,13.333,11.868,1.905,14.211,2.896,229.435,339.691,3.338,96.737,4.942,1.202
20060515,15.842,14.094,4.548,16.891,4.764,242.568,336.072,6.986,96.45,0.911,1.632
20060516,16.611,16.121,0.712,16.88,0.768,161.898,364.035,3.541,96.493,16.037,1.336
20060517,18.602,17.602,2.177,19.151,2.957,230.361,369.015,5.876,96.602,7.067,1.426
20060518,15.985,14.731,2.314,16.673,1.436,74.51,373.136,2.536,96.307,14.935,1.816
20060519,13.619,12.069,1.482,14.469,2.287,246.753,333.593,5.041,96.247,0.769,3.649
20060520,12.594,12.412,1.353,12.693,1.237,95.962,345.26,4.047,95.529,1.548,3.478
20060521,14.019,13.697,2.03,14.196,3.415,168.3,344.99,5.132,95.624,1.656,2.884
20060522,14.475,11.341,0.929,16.193,3.236,253.39,339.445,5.05,95.381,5.456,1.761
20060523,11.884,10.481,0.996,12.585,2.145,232.043,330.249,4.336,96.425,0.509,2.28
20060524,11.652,9.819,1.787,12.569,2.829,254.193,315.897,5.117,96.849,0.854,1.425
20060525,11.846,10.566,2.618,12.487,2.362,171.018,334.609,5.015,96.902,1.723,2.582
20060526,16.026,14.557,2.413,16.76,2.829,192.411,363.74,5.694,97.034,0.62,3.322
20060527,17.326,16.412,0.829,17.783,1.805,144.439,373.058,4.269,97.1,2.404,2.887
20060528,15.741,14.63,0.652,16.296,0.958,90.807,368.23,2.554,96.692,5.026,3.058
20060529,10.603,10.868,2.161,10.471,0.703,55.507,358.502,0.563,95.959,15.755,1.465
20060530,6.448,6.075,0.726,6.634,1.01,195.794,324.217,0.906,95.913,8.138,2.799
20060531,5.932,4.97,1.036,6.413,2.286,220.689,315.495,1.072,96.29,4.292,1.27
20060601,6.362,4.952,0.244,7.067,1.675,171.607,324.576,1.114,96.782,5.989,2.007
20060602,6.509,5.313,2.046,7.107,2.908,193.441,328.641,0.867,97.025,4.13,1.557
20060603,10.106,7.805,4.193,11.257,4.487,261.357,311.819,4.403,97.109,0.749,1.972
20060604,12.86,11.752,1.355,13.415,2.709,195.404,340.961,3.889,96.842,2.036,1.338
20060605,12.05,10.636,1.924,12.757,3.417,244.264,320.092,4.462,96.753,1.525,1.214
20060606,12.396,10.885,1.458,13.152,2.784,233.42,332.182,4.293,96.899,1.793,1.849
20060607,12.564,10.8,2.729,13.446,4.42,318.805,300.421,6.311,97.058,0.0,2.413
20060608,14.225,12.13,3.165,15.273,4.881,330.546,300.825,7.731,97.028,0.0,2.096
20060609,15.294,13.349,3.345,16.266,5.193,330.719,303.592,8.851,96.915,0.0,2.348
20060610,17.166,14.769,3.753,18.365,5.138,325.671,316.301,9.812,96.774,0.0,1.613
20060611,18.534,16.027,2.867,19.787,4.762,332.446,316.911,10.789,96.857,0.0,2.731
20060612,19.137,16.563,3.933,20.424,5.917,307.232,338.239,10.141,97.002,0.0,0.94
20060613,20.939,18.363,3.053,22.226,5.006,286.888,354.464,10.437,96.861,0.231,1.049
20060614,21.75,19.289,2.986,22.98,5.644,317.413,347.932,12.654,96.476,0.081,1.1
20060615,22.585,20.051,2.917,23.852,5.369,293.396,354.439,13.409,96.366,0.01,1.101
20060616,21.601,19.316,0.855,22.744,3.295,268.596,356.78,11.506,96.383,0.98,1.404
20060617,19.995,18.276,1.285,20.854,3.324,211.641,370.554,5.621,96.447,12.667,0.806
20060618,21.233,18.494,0.922,22.603,4.122,276.27,366.185,8.232,96.417,1.604,0.948
20060619,20.287,18.465,1.508,21.198,3.386,247.901,363.362,6.655,96.342,5.311,1.054
20060620,21.842,19.831,2.529,22.847,4.181,247.877,372.386,7.593,96.381,0.654,0.989
20060621,21.605,19.99,0.729,22.413,2.265,223.091,377.951,6.173,96.254,5.994,1.622
20060622,17.995,17.769,0.519,18.108,0.944,131.244,379.653,3.895,96.261,0.933,1.328
20060623,18.715,17.359,1.716,19.393,3.038,166.136,384.193,5.727,96.335,0.358,1.602
20060624,20.58,17.828,3.262,21.956,5.615,298.191,363.915,7.587,96.164,0.462,1.064
20060625,21.563,19.038,0.821,22.826,3.611,251.486,374.669,7.786,95.961,8.64,1.28
20060626,20.141,18.826,2.593,20.798,3.312,232.805,378.814,5.918,96.331,3.558,0.847
20060627,20.8,19.323,1.724,21.538,3.126,229.501,370.132,5.947,96.481,4.119,1.069
20060628,19.872,18.985,1.316,20.315,3.04,226.495,374.934,4.952,96.449,15.432,0.985
20060629,18.854,17.154,1.07,19.704,2.759,259.896,361.922,4.255,96.543,3.082,0.833
20060630,19.853,17.816,3.401,20.872,4.605,267.766,355.771,7.395,96.823,0.367,1.685
20060701,20.493,18.723,2.022,21.378,4.065,330.949,331.91,9.863,96.77,0.0,2.9
20060702,20.445,18.591,3.148,21.372,4.698,330.424,340.296,9.235,96.47,0.0,2.325
20060703,21.628,20.075,3.772,22.405,4.916,286.124,357.809,9.387,96.229,0.744,1.299
20060704,24.323,22.486,2.721,25.242,4.262,305.396,369.819,12.756,96.302,0.958,0.638
20060705,22.352,19.85,2.597,23.604,3.142,264.125,371.327,10.198,96.418,14.695,1.443
20060706,18.043,16.804,1.063,18.662,1.772,167.356,374.19,3.684,96.563,6.819,1.214
20060707,17.156,16.644,0.989,17.413,1.512,143.121,374.329,2.53,96.575,2.776,1.382
20060708,19.137,17.466,2.419,19.973,2.809,244.138,367.453,5.502,96.632,2.247,0.944
20060709,20.302,18.41,3.017,21.247,4.044,245.522,365.231,7.351,96.637,0.289,1.194
20060710,22.659,20.704,2.579,23.637,3.762,306.963,364.338,10.797,97.035,0.083,1.13
20060711,24.182,22.011,4.514,25.267,4.988,316.088,367.17,13.354,96.908,0.131,0.837
20060712,24.447,23.126,0.888,25.108,2.816,284.837,372.962,11.575,96.811,1.306,1.372
20060713,22.887,20.954,0.628,23.853,2.878,255.662,375.229,7.796,96.678,0.48,0.969
20060714,21.854,19.875,2.373,22.844,3.715,240.639,376.581,6.62,96.802,1.389,1.892
20060715,22.358,21.354,1.781,22.859,3.647,269.607,373.083,8.973,96.952,0.02,3.033
20060716,21.906,20.107,2.362,22.806,4.455,340.274,337.209,12.909,96.952,0.0,2.687
20060717,22.032,19.795,3.241,23.15,4.74,332.883,337.326,14.008,96.866,0.0,2.011
20060718,23.262,20.772,4.29,24.507,5.548,329.407,344.926,17.366,96.751,0.0,1.373
20060719,25.453,22.877,2.464,26.741,4.746,308.106,358.202,20.696,96.724,0.0,1.106
20060720,25.47,22.343,2.952,27.034,4.282,287.068,376.875,18.267,96.739,1.001,1.168
20060721,25.669,23.631,3.218,26.688,4.659,266.032,378.684,17.895,96.743,4.161,0.668
20060722,25.014,23.042,1.403,26.095,2.917,280.337,375.717,15.034,96.492,1.053,1.333
20060723,23.347,21.122,2.812,24.567,3.688,260.294,377.839,10.456,96.613,4.159,0.82
20060724,25.413,22.968,3.489,26.754,4.588,280.579,375.876,16.058,96.515,0.018,1.733
20060725,26.461,23.715,2.406,27.967,4.63,274.559,380.321,20.133,96.384,0.377,1.165
20060726,24.039,22.966,1.917,24.628,2.375,200.949,385.701,12.804,96.451,1.56,1.083
20060727,24.857,22.079,1.982,26.381,4.534,278.959,376.548,16.456,96.333,2.204,0.783
20060728,21.924,20.336,0.845,22.795,2.125,216.693,376.727,9.589,96.03,4.533,1.293
20060729,20.524,19.301,2.032,21.194,3.19,183.3,382.424,6.353,95.903,2.637,1.073
20060730,22.911,20.528,2.847,24.218,4.178,270.723,371.512,11.626,96.122,1.148,0.853
20060731,21.295,19.761,0.973,22.216,1.686,180.959,385.132,6.376,96.239,15.765,1.177
20060801,18.08,17.903,0.598,18.187,1.205,121.967,385.898,3.279,95.997,9.202,2.423
20060802,17.268,16.36,1.14,17.812,2.29,214.934,360.665,5.982,95.919,2.512,2.485
20060803,13.708,13.746,1.42,13.685,0.744,121.054,368.416,1.749,95.444,16.86,1.712
20060804,13.897,12.813,1.1,14.547,2.035,168.154,368.382,1.595,95.828,8.274,1.823
20060805,14.326,13.708,0.509,14.697,1.072,144.79,368.578,1.268,96.2,9.976,1.895
20060806,14.013,13.282,1.061,14.452,1.023,115.542,364.483,0.847,96.461,12.239,1.445
20060807,16.182,14.984,2.235,16.901,2.927,201.709,353.945,3.408,96.408,1.77,1.06
20060808,16.489,14.319,1.721,17.791,2.98,216.063,354.744,4.177,96.144,6.1,1.422
20060809,15.884,15.051,1.33,16.384,2.434,149.905,358.805,4.127,96.115,4.314,1.258
20060810,14.62,13.443,0.911,15.327,1.483,151.301,352.747,3.473,96.075,1.949,1.68
20060811,12.567,11.849,0.665,12.998,0.896,177.542,353.046,1.746,95.957,10.461,2.0
20060812,11.499,10.749,0.438,11.95,1.62,191.851,346.849,1.539,95.592,11.588,1.859
20060813,10.901,10.677,0.715,11.036,0.628,47.382,357.551,0.463,95.467,17.93,2.704
20060814,12.256,11.678,1.241,12.603,1.562,165.662,335.635,2.151,95.765,3.608,2.693
20060815,15.954,14.081,3.172,17.078,3.752,260.664,336.647,6.533,95.906,0.183,1.345
20060816,16.148,15.41,1.9,16.631,2.923,175.449,363.087,3.499,95.464,9.009,1.125
20060817,18.325,16.816,2.757,19.314,3.146,214.696,365.263,4.992,95.312,2.198,1.596
20060818,18.667,17.696,1.469,19.303,3.58,267.737,351.996,7.616,95.673,13.681,1.701
20060819,18.284,16.235,0.817,19.626,2.678,194.267,365.678,6.323,96.264,1.483,0.799
20060820,16.229,15.121,1.151,17.02,1.671,189.729,353.528,3.276,96.788,3.217,2.075
20060821,15.791,14.54,1.948,16.685,2.641,182.832,355.357,3.637,96.816,1.544,2.016
20060822,15.965,15.022,1.225,16.639,1.935,164.617,365.483,3.605,96.56,6.404,1.991
20060823,16.849,15.598,2.604,17.742,3.998,232.487,339.818,5.779,96.246,0.099,1.092
20060824,15.51,14.335,1.192,16.349,1.247,175.589,350.003,3.431,95.902,17.517,1.747
20060825,14.296,12.664,2.202,15.461,2.624,190.968,337.764,4.556,95.829,0.676,1.668
20060826,14.012,12.289,1.151,15.243,2.873,160.037,354.777,3.392,95.836,4.777,1.995
20060827,13.893,13.221,0.902,14.372,1.382,136.373,367.791,1.291,96.173,8.734,2.389
20060828,12.972,12.252,0.523,13.487,1.012,100.006,361.571,1.387,95.947,7.536,2.601
20060829,10.859,10.101,1.005,11.401,1.419,104.376,344.565,1.263,95.846,7.371,2.073
20060830,11.202,10.119,1.55,11.976,2.049,162.423,339.855,2.002,96.543,2.555,2.4
20060831,13.203,11.614,2.612,14.338,3.79,251.84,307.87,4.831,97.108,0.011,0.839
20060901,15.419,13.556,4.424,16.751,5.254,252.634,321.466,6.961,96.681,0.0,0.744
20060902,17.836,16.29,2.157,18.94,3.181,151.367,362.11,6.261,96.37,0.056,1.405
20060903,19.813,18.734,2.361,20.583,3.08,156.141,380.345,5.752,96.706,0.026,2.052
20060904,21.454,19.955,1.071,22.524,2.319,169.801,379.756,5.905,97.207,0.099,1.995
20060905,20.309,18.711,2.335,21.551,3.87,217.585,361.741,5.383,97.107,0.117,1.312
20060906,19.158,18.856,2.46,19.392,3.245,148.786,361.618,3.84,96.575,0.139,1.123
20060907,20.156,18.885,2.515,21.231,4.012,161.126,378.623,4.352,96.268,12.188,1.004
20060908,16.042,16.081,1.82,16.009,2.027,198.599,346.796,4.212,96.905,4.114,3.525
20060909,14.858,13.703,3.203,15.835,4.676,226.819,320.921,4.885,96.945,0.0,2.163
20060910,17.303,15.824,3.496,18.555,4.225,119.651,359.472,4.516,96.924,3.468,0.676
20060911,18.983,17.394,1.703,20.328,3.221,182.314,359.979,5.713,96.842,2.003,1.008
20060912,18.247,16.843,2.334,19.435,3.775,196.302,345.939,6.124,96.584,1.551,0.749
20060913,19.164,17.727,2.236,20.38,4.08,208.299,342.911,7.129,96.264,0.135,1.07
20060914,18.261,17.683,1.45,18.749,2.23,125.905,361.577,5.513,95.551,0.0,0.833
20060915,16.406,16.177,1.291,16.6,1.869,110.806,366.228,2.564,94.993,4.425,0.756
20060916,15.959,14.987,1.398,16.781,1.853,102.306,371.448,2.157,95.562,0.546,1.023
20060917,14.763,14.765,0.162,14.762,0.303,18.053,390.885,0.333,95.694,32.923,2.085
20060918,13.944,13.685,0.59,14.163,0.593,30.385,380.482,0.234,96.064,30.371,2.357
20060919,14.876,13.668,1.49,15.898,2.17,126.42,358.111,2.087,96.371,1.614,1.306
20060920,15.672,14.694,1.842,16.572,3.412,178.068,334.26,3.443,96.438,0.006,0.838
20060921,16.046,14.544,2.606,17.428,4.153,183.015,337.748,3.715,96.227,0.007,1.003
20060922,17.211,15.657,2.712,18.641,4.281,188.121,345.03,4.387,96.033,0.0,0.936
20060923,17.519,16.277,1.909,18.662,3.316,167.762,357.168,3.101,95.916,0.0,0.892
20060924,17.442,16.364,1.359,18.433,2.442,111.227,373.123,1.842,95.692,7.719,1.442
20060925,13.922,13.935,1.75,13.91,0.608,23.004,375.272,0.151,95.689,17.107,1.609
20060926,13.169,12.717,0.981,13.585,1.41,56.498,372.697,1.167,96.278,3.832,1.027
20060927,13.901,13.026,1.228,14.706,2.251,90.572,367.077,1.51,96.258,0.58,1.417
20060928,13.149,12.152,2.195,14.066,2.969,118.841,351.606,1.501,95.933,0.051,1.023
20060929,15.246,14.059,2.516,16.338,3.849,145.104,350.906,2.934,95.927,0.107,0.742
20060930,16.32,15.362,1.281,17.278,2.881,135.33,356.757,2.962,96.055,4.876,0.841
20061001,15.859,15.671,0.46,16.046,0.508,99.644,374.195,1.343,96.182,16.264,1.171
20061002,16.976,16.046,1.468,17.906,2.538,135.278,354.027,3.212,96.028,3.259,1.532
20061003,15.484,14.962,1.258,16.006,1.151,64.866,374.947,1.913,95.089,15.121,1.948
20061004,11.017,10.786,0.811,11.248,1.52,113.021,343.413,1.417,95.856,9.862,1.655
20061005,10.971,10.591,1.37,11.384,2.094,139.333,323.193,2.012,96.635,1.574,1.299
20061006,12.672,12.063,1.703,13.335,2.948,115.703,348.197,3.837,96.517,0.329,1.798
20061007,12.282,11.915,0.781,12.682,1.114,104.276,338.852,2.505,96.392,2.821,2.332
20061008,11.311,11.303,2.431,11.319,3.376,151.482,321.937,2.996,96.723,0.026,1.327
20061009,12.952,12.479,2.221,13.467,4.163,141.612,335.175,3.713,96.738,0.083,0.589
20061010,13.342,12.787,1.573,13.945,3.519,138.129,340.809,3.281,96.635,0.024,0.767
20061011,13.338,13.025,1.667,13.678,3.075,114.547,350.844,2.299,96.192,0.084,0.791
20061012,14.144,13.282,1.175,15.082,3.088,136.009,333.57,3.21,96.639,0.019,1.279
20061013,13.705,13.514,1.335,13.913,2.386,90.177,360.628,1.879,97.124,0.119,2.173
20061014,13.201,13.127,0.554,13.282,0.756,63.757,365.347,1.441,96.941,2.198,2.405
20061015,11.817,11.568,0.59,12.089,1.58,91.656,347.225,1.198,96.887,1.496,1.965
20061016,9.777,9.661,0.762,9.903,1.072,107.386,330.048,0.903,96.734,0.044,1.576
20061017,10.429,9.754,2.367,11.164,4.177,132.797,320.224,2.244,96.349,0.098,0.587
20061018,10.852,10.516,1.225,11.216,2.741,104.143,336.761,1.577,95.762,0.072,0.667
20061019,12.225,11.644,1.147,12.856,2.191,74.7,346.222,1.367,95.125,0.376,0.819
20061020,13.317,12.651,1.463,14.103,2.878,92.085,343.49,2.561,94.998,0.715,1.225
20061021,13.701,13.065,0.812,14.453,1.986,72.414,353.258,2.052,95.34,2.587,1.344
20061022,14.098,13.339,1.941,15.073,3.123,123.698,325.074,3.392,95.443,0.189,0.944
20061023,13.736,13.569,0.337,13.95,0.727,48.496,363.374,1.374,95.092,4.09,0.88
20061024,14.318,13.435,0.831,15.454,1.651,104.354,334.342,4.771,95.347,1.364,3.726
20061025,11.811,11.555,1.109,12.14,2.475,99.541,330.598,3.2,95.821,0.0,1.447
20061026,13.83,13.098,3.332,14.771,4.736,115.909,331.597,3.95,95.953,0.0,0.977
20061027,15.544,15.076,1.617,16.146,3.035,102.025,342.274,3.993,96.925,0.428,1.329
20061028,14.689,14.242,1.262,15.262,3.179,84.572,344.003,3.09,97.314,0.287,0.992
20061029,13.331,13.434,0.763,13.199,0.262,15.834,369.844,1.475,96.916,4.304,1.607
20061030,10.854,10.62,0.899,11.155,1.761,84.685,336.885,1.279,96.629,0.712,2.018
20061031,11.911,11.717,2.815,12.16,3.287,86.938,336.886,3.186,96.004,0.058,1.911
20061101,8.272,8.351,3.892,8.171,0.547,65.088,323.135,2.466,96.342,2.164,2.988
20061102,1.446,0.652,1.454,2.467,2.466,105.054,262.539,1.679,97.195,0.5,1.678
20061103,0.317,-0.683,1.903,1.604,3.132,96.796,262.584,1.338,97.327,0.007,1.261
20061104,1.139,-0.236,2.137,2.908,3.547,102.444,264.479,1.192,97.638,0.0,1.052
20061105,0.941,-0.346,2.22,2.596,3.927,91.583,273.004,1.234,97.56,0.0,0.624
20061106,2.461,1.466,3.164,3.74,4.377,98.819,273.186,1.45,97.375,0.0,0.497
20061107,4.935,4.234,3.482,5.916,5.329,100.185,282.048,1.677,96.997,0.0,0.429
20061108,7.857,7.227,2.918,8.741,3.586,81.946,303.107,2.425,97.143,0.0,1.684
20061109,9.179,8.698,0.693,9.852,0.638,18.513,348.888,1.15,97.382,3.216,2.079
20061110,5.011,4.808,2.045,5.322,2.033,71.018,309.544,0.818,97.683,0.282,1.956
20061111,5.396,4.425,4.24,6.878,2.883,30.112,323.87,1.014,96.976,3.891,2.425
20061112,7.672,7.616,1.156,7.757,0.257,34.311,340.019,1.02,96.565,3.951,3.808
20061113,6.973,6.931,1.55,7.037,1.566,37.932,338.707,1.747,96.465,0.358,2.941
20061114,10.647,10.374,1.706,11.063,1.453,28.679,359.243,1.339,96.351,1.319,1.821
20061115,9.033,8.471,1.248,9.891,2.167,68.39,324.23,0.48,96.272,0.048,0.518
20061116,8.482,8.096,2.385,9.072,2.895,82.152,307.311,1.28,95.738,0.206,0.587
20061117,10.305,9.782,0.685,11.101,1.513,37.776,347.954,1.361,95.779,2.375,1.009
20061118,10.122,9.35,1.232,11.301,1.605,70.789,323.588,1.749,96.281,2.557,1.162
20061119,6.814,6.46,1.795,7.355,2.154,50.937,323.064,1.013,96.588,7.312,1.242
20061120,4.948,4.674,0.597,5.367,1.48,50.697,316.368,0.877,96.488,0.412,1.388
20061121,6.531,6.029,0.806,7.296,1.126,36.135,340.654,1.221,95.097,14.495,2.435
20061122,3.885,3.597,1.281,4.325,1.134,54.858,304.724,1.146,94.999,2.277,2.334
20061123,7.575,6.732,3.534,8.862,2.539,31.403,333.452,2.516,94.853,0.571,1.362
20061124,9.203,8.957,1.436,9.578,2.584,60.038,316.305,1.84,95.156,1.798,1.056
20061125,10.438,10.082,3.376,10.981,3.993,68.787,310.704,2.85,95.442,0.0,0.723
20061126,8.517,8.299,1.591,8.85,2.622,47.421,316.404,1.064,96.552,0.001,0.541
20061127,6.424,6.145,1.371,6.848,2.644,55.457,307.139,0.449,96.932,0.001,0.526
20061128,5.422,5.183,0.947,5.787,2.218,60.9,301.735,0.564,96.821,0.001,0.594
20061129,6.561,6.451,0.756,6.729,0.816,11.298,350.434,0.211,97.382,5.938,1.069
20061130,6.208,6.033,1.12,6.476,0.326,39.324,335.218,0.097,97.613,0.047,1.862
20061201,4.801,4.27,1.036,5.686,1.939,54.982,307.393,0.433,97.439,0.032,0.382
20061202,2.947,2.675,1.493,3.401,2.343,53.704,314.447,0.208,96.817,0.728,0.353
20061203,7.11,6.45,2.578,8.211,2.935,57.471,325.649,1.393,96.12,2.445,1.41
20061204,9.459,10.004,1.234,8.55,1.085,27.62,346.092,1.651,95.823,10.171,4.034
20061205,12.085,11.835,0.761,12.501,0.846,45.469,332.661,3.215,95.821,0.814,2.007
20061206,6.583,6.913,2.362,6.034,1.247,9.893,332.963,0.365,95.6,7.924,1.798
20061207,4.475,4.672,1.693,4.148,2.218,62.563,300.964,0.765,95.777,0.37,1.444
20061208,5.513,4.71,1.546,6.85,2.375,40.255,313.06,0.85,94.764,10.489,1.707
20061209,2.929,2.796,0.342,3.15,0.514,20.488,328.414,0.019,95.574,5.835,1.618
20061210,2.469,1.905,1.116,3.408,0.922,34.715,296.662,0.369,97.189,0.26,0.994
20061211,0.749,0.63,2.385,0.949,2.121,42.836,291.807,0.817,97.352,0.011,0.792
20061212,3.65,3.24,0.648,4.333,1.16,18.211,321.737,1.789,97.054,0.378,0.965
20061213,1.655,1.027,1.195,2.701,2.487,57.45,288.54,0.908,97.49,0.061,0.597
20061214,0.514,-0.249,1.77,1.785,2.989,62.24,268.724,0.45,97.596,0.0,0.32
20061215,1.39,0.621,2.16,2.671,2.819,62.449,269.894,0.786,97.515,0.0,0.686
20061216,2.889,2.414,2.815,3.68,2.522,55.61,295.792,1.102,97.129,1.457,1.073
20061217,4.553,4.236,1.025,5.082,0.241,9.181,346.597,0.099,97.068,3.216,1.337
20061218,0.536,0.534,0.927,0.538,1.376,33.843,303.119,0.333,96.977,0.61,2.267
20061219,0.421,0.06,0.501,1.023,0.503,48.363,275.067,1.27,97.074,0.19,4.363
20061220,-1.3,-1.477,0.734,-1.005,1.609,62.795,246.818,1.139,97.565,0.0,2.926
20061221,-1.078,-1.381,1.701,-0.574,2.386,57.468,261.382,0.4,97.77,0.0,3.231
20061222,-1.206,-1.48,0.867,-0.749,1.377,61.773,255.227,0.335,97.877,0.0,2.416
20061223,-2.39,-2.69,0.727,-1.89,1.504,60.708,251.127,0.175,97.903,0.0,1.345
20061224,-2.013,-2.338,0.596,-1.471,1.369,61.838,257.009,0.184,97.733,0.003,0.693
20061225,-0.951,-1.289,0.68,-0.388,0.909,59.52,265.161,0.111,97.554,0.0,1.372
20061226,-1.919,-2.175,0.469,-1.492,0.868,53.332,270.257,0.039,97.613,0.026,0.943
20061227,-1.672,-2.17,1.432,-0.843,2.295,57.937,264.187,0.124,97.623,0.002,0.551
20061228,-0.762,-1.05,1.951,-0.282,2.947,61.096,258.954,0.759,97.426,0.0,0.872
20061229,-1.343,-2.148,1.66,-0.001,3.236,61.541,261.937,0.496,97.289,0.0,0.511
20061230,0.907,0.678,4.486,1.288,3.951,60.294,277.915,1.638,97.265,1.501,0.982
20061231,8.979,8.787,0.719,9.3,2.107,53.74,323.075,3.131,97.656,1.49,2.683
20070101,8.626,8.001,2.998,9.668,1.354,14.379,333.32,1.601,96.945,13.844,3.944
20070102,2.885,2.966,0.996,2.75,0.288,35.328,316.965,0.475,96.831,11.484,4.102
